Anime_id,Title,Producer,Studio
10710,Houkago no Pleiades: Manner Movie,,['Gainax']
10711,Plastic Neesan,['Good Smile Company'],['TYO Animations']
10713,Towa no Quon 2: Konton no Ranbu,"['Bandai Visual', 'Lantis', 'Movic', 'Showgate', 'Hakuhodo DY Media Partners', 'Sony PCL']",['Bones']
10714,Towa no Quon 3: Mugen no Renza,"['Bandai Visual', 'Lantis', 'Movic', 'Showgate', 'Hakuhodo DY Media Partners', 'Sony PCL']",['Bones']
10715,Towa no Quon 4: Guren no Shoushin,"['Bandai Visual', 'Lantis', 'Movic', 'Showgate', 'Hakuhodo DY Media Partners', 'Sony PCL']",['Bones']
10716,Towa no Quon 5: Souzetsu no Raifuku,"['Bandai Visual', 'Lantis', 'Movic', 'Showgate', 'Hakuhodo DY Media Partners', 'Sony PCL']",['Bones']
10717,Towa no Quon 6: Towa no Quon,"['Bandai Visual', 'Lantis', 'Movic', 'Showgate', 'Hakuhodo DY Media Partners', 'Sony PCL']",['Bones']
10718,Soliton no Akuma,['Triangle Staff'],
10719,Boku wa Tomodachi ga Sukunai,"['Media Factory', 'TBS', 'Bushiroad', 'Good Smile Company']",['AIC Build']
10720,Korekuraide Utau,,
10721,Mawaru Penguindrum,"['Starchild Records', 'Mainichi Broadcasting System']",['Brain&#039;s Base']
10723,Sojunghan Nal-ui Kkum,['Studio MWP'],
10728,Maid Ane,['Digital Works'],['Y.O.U.C']
10731,Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,['Nihon Ad Systems'],"['Production I.G', 'M.S.C']"
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,,['Toei Animation']
10735,Planetes Picture Drama,['Bandai Visual'],['Sunrise']
10736,Precure kara Minna e no Ouen Movie,,['Toei Animation']
10737,A-Channel: +A-Channel,['Aniplex'],['Studio Gokumi']
10739,Panty & Stocking in Sanitarybox,,['Gainax']
10740,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,"['TV Tokyo', 'Shogakukan Productions', 'Marvelous', 'Toho']",['OLM']
10741,Jingi,,['J.C.Staff']
10742,Saru to Kani no Gassen,,
10743,Tora-chan no Kankan Mushi,,
10751,Kikou Kai Galient OVA,,['Sunrise']
10755,Lupin tai Holmes,,['Toei Animation']
10756,Shita-kiri Suzume,,
10757,Kachikachi Yama,,
10758,Momotarou,,
10759,Kintarou,,
10760,Issunboushi,,
10763,Robot Taekwon V,,
10764,Buta Himesama,['Pink Pineapple'],['Seven']
10765,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,,['Studio Pierrot']
10766,Detective Conan vs. Wooo,,['TMS Entertainment']
10770,Mahou Shoujo Elena,"['Valkyria', 'Anime Antenna Iinkai']","['Studio Fantasia', 'Rabbit Gate']"
10774,Soccer Fever,['Tokyo Movie Shinsha'],
10775,SKET Dance: Tettei Bunseki Special,,['Tatsunoko Production']
10779,Eroge! H mo Game mo Kaihatsu Zanmai,,['Collaboration Works']
10779,Eroge! H mo Game mo Kaihatsu Zanmai,,['Collaboration Works']
10780,Dead Heat,,['Sunrise']
10790,Kore wa Zombie Desu ka? of the Dead,"['Kadokawa Shoten', 'AT-X', 'Kadokawa Pictures Japan', 'KlockWorx', 'flying DOG']",['Studio Deen']
10792,Haramasete Seiryuu-kun!,['Pixy'],
10793,Guilty Crown,"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Fuji Pacific Music Publishing']",['Production I.G']
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,"['Sony Music Communications', 'Project IS']",['8bit']
10796,Softenni Specials,,['Xebec']
10797,Kayoe! Chuugaku,,['DLE']
10798,UN-GO,"['Dentsu', 'Fuji TV', 'Toho', 'Sony Music Entertainment', 'Fuji Pacific Music Publishing']",['Bones']
10799,Chime,,['Studio Deen']
10800,Chihayafuru,"['VAP', 'Nippon Television Network']",['Madhouse']
10801,Copihan,"['Studio Mausu', 'Slowcurve']",['Gonzo']
10802,MonHun Nikki Girigiri Airou Mura G,,['DLE']
10804,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",['Aoni Entertainment'],['Satelight']
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,"['Geneon Universal Entertainment', 'Shogakukan Productions', 'Shogakukan Music &amp; Digital Entertainment']",['Manglobe']
10807,Nichijou: Original Jikai Yokoku,,['Kyoto Animation']
10808,Mobile Suit Gundam AGE,"['Sotsu', 'Lantis', 'Mainichi Broadcasting System', 'Sony Music Entertainment']",['Sunrise']
10810,Pucca 2,,
10812,Toumei Shounen Tantei Akira,,
10813,Alps no Shoujo Heidi Pilot,['TCJ'],
10815,UFO Senshi Dai Apolon 2,,"['Eiken', 'Studio Live']"
10819,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,,
10820,Sengoku Majin Goushougun (Movie),,['Production Reed']
10821,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,,['Toei Animation']
10823,Ranma ½: 1994 Music Calendar,,
10824,Ranma ½: DoCo Music Video,,
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,,
10827,Wizard Girl Ambitious,,['PoRO']
10832,Ikoku Meiro no Croisée: Yune & Alice,,['Satelight']
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,,['Silver Link.']
10838,Double-J,,['DLE']
10845,Manyuu Hikenchou Specials,,['Hoods Entertainment']
10847,Inumarudashi,['indigo line'],['Gathering']
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,,['Diomedea']
10850,Seibu Tetsudou Ekiin Tako-chan,,['Shin-Ei Animation']
10851,Euphoria,,['Majin']
10852,Game Tengoku: The Game Paradise!,['OLM'],['Daume']
10855,Penguin no Mondai Max,['TV Tokyo'],['Shogakukan Music &amp; Digital Entertainment']
10856,Penguin no Mondai DX?,['Shogakukan Music &amp; Digital Entertainment'],
10859,Sorette♡Dakara ne!,,['Asahi Production']
10862,Tennis no Ouji-sama: Pair Prince,['Nihon Ad Systems'],['Production I.G']
10870,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),,['Production I.G']
10882,Ghost Messenger,,['Studio Animal']
10884,Saki Achiga-hen: Episode of Side-A,"['TV Tokyo', 'Square Enix', 'Sotsu', 'Lantis', 'Pony Canyon']",['Studio Gokumi']
10886,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,,['Studio Deen']
10887,Dame Oyaji,['TV Tokyo'],['Knack Productions']
10893,Kyousou Giga,,['Toei Animation']
10904,Waza no Tabibito,,
10905,Ikoku Meiro no Croisée Picture Drama,,['Satelight']
10906,Hakoiri Shoujo: Virgin Territory,"['Mary Jane', 'Seven']",
10908,Kakko Kawaii Sengen! 2,,
10916,Pokemon: Pikachu no Fuyuyasumi (2000),,['OLM']
10923,Tantei Opera Milky Holmes: Summer Special,"['Bushiroad', 'Chrono Gear Creative']",['J.C.Staff']
10928,Nogizaka Haruka no Himitsu: Finale,,['Diomedea']
10933,R-15: R15 Shounen Hyouryuuki,,['AIC']
10934,Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,,['Zexcs']
10935,Hourou Musuko Specials,"['Aniplex', 'AIC', 'Dentsu', 'Fuji TV', 'Magic Capsule', 'Enterbrain', 'Fuji Pacific Music Publishing']",['AIC Classic']
10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,['Akita Shoten'],['AIC Plus+']
10938,Innocent: Shoujo Memoria,['Pink Pineapple'],
10941,Mushi no Tameiki,,
10943,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,,
10945,Maria†Holic Alive Special,,['Shaft']
10947,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,,['Production I.G']
10948,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,,['Production I.G']
10949,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi Fan Disc Interval,,['Production I.G']
10953,Pants Pankurou,['NHK'],
10954,Toei Robot Girls,,['Toei Animation']
10964,Heavy,,
10965,Kagaku Bouken-tai Tansar 5,,['Sunrise']
10967,Circuit no Ookami II: Modena no Ken,['Magic Bus'],['Gainax']
10979,48x61,,['Madhouse']
10987,Zettai Zetsumei Dangerous Jiisan (2004),,
10989,Stray Sheep: Poe no Chicchana Daibouken,['Robot Communications'],
10995,Ganbare!! Nattou-san,,['Kachidoki Studio']
10997,Fujilog 2nd Season,,
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"['Studio Jack', 'Dentsu Tec']",['OLM']
11001,Toshokan Sensou: Kakumei no Tsubasa,"['Kadokawa Shoten', 'Dwango', 'Sony PCL', 'Jinnan Studio']",['Production I.G']
11005,Holy Knight,['Cammot'],['Lilix']
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,,['OLM']
11013,Inu x Boku SS,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'Inu x Boku SS Production Partners']",['David Production']
11017,Battle Spirits: Heroes,['Nagoya TV Housou'],['Sunrise']
11019,Pokemon 3D Adventure: Mew wo Sagase!,,['OLM']
11031,Vampire,"['Digital Works', 'MS Pictures']",['Y.O.U.C']
11033,"Natsu-iro Egao de 1, 2, Jump!",['Lantis'],['Sunrise']
11043,Install Pilot,,['Asahi Production']
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,['Tokyo Movie Shinsha'],
11061,Hunter x Hunter (2011),"['VAP', 'Nippon Television Network', 'Shueisha']",['Madhouse']
11067,Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,['Nihikime no Dozeu'],
11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,,['OLM']
11073,Pokemon Introductory Recap,,['OLM']
11093,Ziggy: Soreyuke! R&R Band,,['Studio Deen']
11095,Zouressha ga Yatte Kita,,['Mushi Production']
11099,Tiger & Bunny Pilot,,['Sunrise']
11113,Usagi Drop Specials,,['Production I.G']
11123,Sekaiichi Hatsukoi 2,"['Lantis', 'Kadokawa Shoten', 'AT-X', 'KlockWorx']",['Studio Deen']
11135,Hybrid Child,['Lantis'],['Studio Deen']
11161,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,,['Doga Kobo']
11177,Cross Fight B-Daman,['TV Tokyo Music'],['SynergySP']
11185,Kowaku no Toki,,['PoRO']
11197,Kuma no Puutarou,,['Studio Deen']
11203,Hero Hero-kun,['Public &amp; Basic'],"['Studio Flag', 'Studio Bogey']"
11209,Maken-Ki! OVA,['AIC'],['Xebec']
11213,Hoshi no Ko Poron,,
11221,Machikado no Märchen,['Kitty Films'],
11227,Rinne no Lagrange,"['Production I.G', 'Bandai Visual', 'Yomiuri Telecasting', 'flying DOG', 'Dwango']",['Xebec']
11235,Amagami SS+ Plus,['TBS'],['AIC']
11237,Hidamari Sketch x SP,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft']
11239,Hidamari Sketch x Honeycomb,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha', 'Grooove']",['Shaft']
11255,Ikkitousen: Shuugaku Toushi Keppuuroku,,['Arms']
11266,Ao no Exorcist: Kuro no Iede,['Aniplex'],['A-1 Pictures']
11269,Maken Liner 0011 Henshin Seyo!,,['Toei Animation']
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,['Kadokawa Pictures Japan'],['Sunrise']
11285,Black★Rock Shooter (TV),"['Aniplex', 'Dentsu', 'Fuji TV', 'Ultra Super Pictures', 'Sony Music Entertainment', 'Fuji Pacific Music Publishing', 'Good Smile Company']","['Ordet', 'SANZIGEN']"
11299,Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,,['Sunrise']
11313,Kimi no Iru Machi: Tasogare Kousaten,['Kodansha'],['Tatsunoko Production']
11321,Nee Summer!,['Mary Jane'],
11357,Micro Teukgongdae Diatron 5,,
11433,Ano Natsu de Matteru,"['Geneon Universal Entertainment', 'Genco', 'AT-X', 'Bushiroad', 'Showgate']",['J.C.Staff']
11445,UFO Princess Valkyrie: Recap,"['Media Factory', 'Nippon Columbia', 'KlockWorx', 'Toshiba Entertainment']",['TNK']
11465,Tsuma no Haha Sayuri,['Digital Works'],['Y.O.U.C']
11471,Dororo Pilot,['Mushi Production'],
11483,Redline Pilot,,['Madhouse']
11491,Recorder to Randoseru Do♪,"['Takeshobo', 'Dream Creation']",['Seven']
11505,Kiss Dum: Omokage,['Bandai Visual'],['Satelight']
11507,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,,['Manglobe']
11511,Evidence,,
11521,Hello Kitty: Ringo no Mori no Fantasy,['Sanrio'],['Asahi Production']
11523,Shiofuki Mermaid,['Schoolzone'],
11531,UN-GO: Inga-ron,,['Bones']
11533,Momotarou Densetsu,['TV Tokyo'],['Knack Productions']
11537,Yamatarou Kaeru,,['Tezuka Productions']
11553,Toradora!: Bentou no Gokui,,['J.C.Staff']
11561,Sougen no Ko Tenguri,,['Shin-Ei Animation']
11569,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,,['Toei Animation']
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"['Frontier Works', 'Media Factory', 'Movic', 'AT-X', 'Kadokawa Pictures Japan', 'MAGES.']",['White Fox']
11579,Jubilee,"['Yamamura Animation, Inc.']",
11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,,['Manglobe']
11589,Puu-Neko Shougekijou,,
11593,Ganbare! Bokura no Hit and Run,,['Nippon Animation']
11595,Perman (1983),"['TV Asahi', 'Asatsu DK']",['Shin-Ei Animation']
11597,Nisemonogatari,"['Aniplex', 'Kodansha', 'Rakuonsha']",['Shaft']
11609,"Sono Toki, Shimakou ga Ugoita!",,['DLE']
11611,Shuukan Shimakou Special,,
11615,Morita-san wa Mukuchi. 2,"['DAX Production', 'Takeshobo']",['Seven']
11617,High School DxD,"['Genco', 'Lantis', 'AT-X', 'PRA', 'Showgate', 'Atelier Musa', 'Fujimi Shobo']",['TNK']
11635,Sacred Seven: Shirogane no Tsubasa,,['Sunrise']
11661,Robo to Shoujo (Kari),,
11663,Hakuouki OVA,,['Studio Deen']
11665,Natsume Yuujinchou Shi,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha', 'Sony Music Entertainment']",['Brain&#039;s Base']
11673,Hal no Fue,,['TMS Entertainment']
11679,Chainsaw Maid,['Pony Canyon'],
11681,Tetsu no Ko Kanahiru,['Higa Brothers Production'],
11685,Takarajima Memorial: Yuunagi to Yobareta Otoko,,['Madhouse']
11687,Pussycat,,
11689,CCW: Crazy Clay Wrestling,,
11691,Bloody Date,,
11693,Match Uri no Shoujo,['Gakken Eigakyoku'],['Toei Animation']
11695,Ultraman Graffiti,,
11697,Area no Kishi,['TV Asahi'],['Shin-Ei Animation']
11699,Yurumates wa?,"['Indeprox', 'Takeshobo', 'indigo line']",
11701,Another: The Other - Inga,,['P.A. Works']
11703,Code:Breaker,"['Bandai Visual', 'Lantis', 'Kodansha', 'Memory-Tech', 'Bushiroad']",['Kinema Citrus']
11705,Dragon Age: Blood Mage no Seisen,,['Oxybot']
11711,Me wo Samase Toragorou,['N&amp;G Production'],
11713,Suisenzuki no Yokka,['N&amp;G Production'],
11715,Kamisama Dolls Specials,,['Brain&#039;s Base']
11717,Hoshi no Kirby: Pilot,['CBC'],
11729,Space Neko Theater,['Space Neko'],
11731,Chi-Sui Maru Specials,,
11733,Chi-Sui Maru 2nd Season,,
11735,Coluboccoro,,['Kenji Studio']
11737,Ao no Exorcist Movie,"['Aniplex', 'Shueisha']",['A-1 Pictures']
11739,Kimi to Boku. 2,"['TV Tokyo', 'Aniplex', 'Square Enix', 'Nihon Ad Systems', 'Movic', 'Kimi To Boku Production Partners']",['J.C.Staff']
11741,Fate/Zero 2nd Season,"['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes']",['ufotable']
11743,Toaru Majutsu no Index Movie: Endymion no Kiseki,"['Geneon Universal Entertainment', 'Square Enix', 'AT-X', 'Warner Bros.', 'ASCII Media Works']",['J.C.Staff']
11747,Kiriya Hakushaku Ke no Roku Shimai,['Pink Pineapple'],['G-Lam']
11749,Oshioki: Gakuen Reijou Kousei Keikaku,['MS Pictures'],
11751,Senki Zesshou Symphogear,"['Aniplex', 'Memory-Tech', 'Dwango', 'Bushiroad', 'Good Smile Company', 'King Records', 'Kinyosha']","['Satelight', 'Encourage Films']"
11755,009 Re:Cyborg,"['Nippon Television Network', 'Ishimori Pro']","['Production I.G', 'SANZIGEN']"
11757,Sword Art Online,"['Aniplex', 'Genco', 'DAX Production', 'ASCII Media Works']",['A-1 Pictures']
11759,Accel World,"['Genco', 'Rakuonsha', 'Warner Bros.', 'flying DOG', 'ASCII Media Works']",['Sunrise']
11761,Medaka Box,"['TV Tokyo', 'Lantis', 'Media Factory', 'Hakoniwa Academy Student Council']","['Gainax', 'Asahi Production']"
11763,Sekai de Ichiban Tsuyoku Naritai!,"['Movic', 'Earth Star Entertainment']",['Arms']
11767,Justeen,['AIC'],
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,"['Lantis', 'Cammot']",['LMD']
11771,Kuroko no Basket,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Mainichi Broadcasting System', 'Banpresto', 'Shueisha', 'BS11']",['Production I.G']
11773,To Heart 2: Dungeon Travelers,['Chaos Project'],
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,,['Telecom Animation Film']
11783,Dog Days',"['Aniplex', 'Good Smile Company']",['Seven Arcs']
11785,Haiyore! Nyaruko-san,"['TV Tokyo', 'Avex Entertainment', 'Sotsu', 'KlockWorx', 'Cospa', 'SoftBank Creative Corp.', 'Studio Mausu', 'Bulls Eye']",['Xebec']
11787,Toriko: Barbarian Ivy wo Hokaku Seyo!,,
11789,Wish Me Mell,['Sanrio'],
11791,Sore Ike! Anpanman: Ruby no Negai,,
11793,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",,['TYO Animations']
11795,Forsaken,,['Gonzo']
11799,Midori no Neko,,['Tezuka Productions']
11807,School,['Hot Bear'],['Studio 9 MAiami']
11809,gdgd Fairies,"['Strawberry Meets Pictures', 'Bouncy']",
11813,Shijou Saikyou no Deshi Kenichi OVA,,['Brain&#039;s Base']
11815,Ijou Chitai: Jikken Dorei,['Studio 9 MAiami'],
11825,Enshou Nihon Mukashibanashi,['Japan Home Video'],
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,,['Majin']
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,,['Majin']
11829,Manga Mitokoumon,['Knack Animation'],
11835,Qin Shi Ming Yue: Zhu Zi Bai Jia,,['Sparkly Key Animation Studio']
11837,Zetman,"['TV Asahi', 'Asatsu DK', 'YTV', 'Toho', 'Sakura Create']",['TMS Entertainment']
11841,Qin Shi Ming Yue: Ye Jin Tianming,,['Sparkly Key Animation Studio']
11843,Danshi Koukousei no Nichijou,"['TV Tokyo', 'Square Enix', 'Trinity Sound', 'Happinet Pictures']",['Sunrise']
11853,Pokemon: Pikachu no Summer Bridge Story,,['OLM']
11855,Houkago Nyannyan,"['Studio 9 MAiami', 'Queen Bee']",
11857,Judo Sanka,['Tokyo Movie Shinsha'],
11859,Queen's Blade: Rebellion,"['Genco', 'Media Factory', 'AT-X', 'Hobby Japan']",['Arms']
11873,Oraa Guzura Dado (1987),,['Tatsunoko Production']
11879,Oni Chichi: Re-born,,['PoRO']
11887,Kokoro Connect,"['Starchild Records', 'Enterbrain']",['Silver Link.']
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,['Aniplex'],['A-1 Pictures']
11897,Nendo no Tatakai,,
11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,,['Tatsunoko Production']
11915,Within the Bloody Woods,,
11917,Major: World Series,,['SynergySP']
11933,Oda Nobuna no Yabou,"['Pony Canyon', 'AT-X', 'KlockWorx', 'SoftBank Creative Corp.']","['Madhouse', 'Studio Gokumi']"
11969,Love Bitch: Yasashii Onna,['MS Pictures'],
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Madoka Partners', 'Houbunsha']",['Shaft']
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Madoka Partners', 'Houbunsha']",['Shaft']
11995,Guilstein,['ACC Production'],
12001,One Piece 3D: Gekisou! Trap Coaster,,['Toei Animation']
12005,What's Michael?,['Kitty Films'],
12017,Tiger & Bunny Movie 2: The Rising,,['Sunrise']
12027,Anne no Nikki: Anne Frank Monogatari,,['Nippon Animation']
12031,Kingdom,['NHK'],['Studio Pierrot']
12035,Dwaeji-ui Wang,['Studio Dadashow'],
12049,Fairy Tail Movie 1: Houou no Miko,"['TV Tokyo', 'Dentsu']","['Satelight', 'A-1 Pictures']"
12055,Brandish,['Mary Jane'],['Studio Eromatick']
12061,Injuu Seisen XX,,
12067,Rurouni Kenshin Special,"['SME Visual Works', 'Fuji TV']",['Studio Deen']
12079,Black★Rock Shooter,,
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"['Yahoo! Japan', 'Good Smile Company', 'Beyond C.']",['Studio 4°C']
12123,Yurumates 3D,"['DAX Production', 'Takeshobo', 'Right Gauge', 'Dwango Music Entertainment']",['C2C']
12135,Ra/Radio Noise*Planet,,
12139,Wanpaku Tanteidan,"['Mushi Production', 'Fuji TV']",
12145,Backkom,,['RG Animation Studios']
12149,AKB0048,"['Starchild Records', 'Magic Capsule', 'GANSIS']",['Satelight']
12157,Busou Chuugakusei: Basket Army,"['Enterbrain', 'StudioRF Inc.']",['Asread']
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,,['Toei Animation']
12165,Niji no Kanata e! Shoujo Diana Monogatari,,
12175,Koi to Senkyo to Chocolate,"['Aniplex', 'Lantis', 'TBS', 'Magic Capsule']",['AIC Build']
12181,Nihon Omoshiro Mukashibanashi,['Crossphere'],
12185,Mameushi-kun,['Sotsu'],['TMS Entertainment']
12191,Smile Precure!,['Saban Brands'],['Toei Animation']
12223,s.CRY.ed Alteration II: Quan,,['Sunrise']
12231,Dragon Ball: Episode of Bardock,,['Toei Animation']
12237,Koi-ken!: Watashitachi Anime ni Nacchatta!,,['Marvy Jack']
12239,Manyuu Hikenchou Picture Drama,['Hoods Entertainment'],
12243,Game Center Arashi,['Studio Jack'],['Shin-Ei Animation']
12255,Carnival Phantasm: Illya-jou,['Notes'],['Lerche']
12259,Mikeneko Holmes no Yuurei Joushu,['AIC'],
12279,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,,['Toei Animation']
12291,Acchi Kocchi (TV),"['Pony Canyon', 'TBS', 'DAX Production', 'BS-TBS', 'Jumondo', 'Houbunsha']",['AIC']
12295,Tobacco to Hai,['Mushi Production'],
12317,Upotte!!,"['DAX Production', 'Nippon Columbia']",['Xebec']
12321,Thermae Romae,"['Dentsu', 'Fuji TV', 'Toho', 'Sony Music Entertainment']","['Gonzo', 'DLE']"
12337,Soukou Kihei Votoms Recaps,,['Sunrise']
12341,Trip Trek,,['Manglobe']
12343,Dirty Pair Flash 2,['VAP'],['Sunrise']
12347,Dirty Pair Flash 3,['VAP'],['Sunrise']
12351,eX-Driver the Movie Specials,"['Bandai Visual', 'Genco']",
12355,Ookami Kodomo no Ame to Yuki,"['Madhouse', 'VAP', 'Dentsu', 'Yomiuri Telecasting', 'Kadokawa Shoten', 'Toho', 'Hiroshima Television']",['Studio Chizu']
12359,Pecola,"['Yomiko Advertising', 'Nelvana', 'Milky Cartoon']",
12361,Track City,,['SBS TV Production']
12365,Bakuman. 3rd Season,"['NHK', 'Shueisha']",['J.C.Staff']
12367,Shining Hearts: Shiawase no Pan,"['Avex Entertainment', 'Sega', 'DAX Production', 'Volks']",['Production I.G']
12371,Bosco no Mori no Nakama-tachi,,
12373,Star☆Jewel,['Zyc'],
12375,Maki-chan to Now.,,['Collaboration Works']
12391,Mouretsu Atarou (1990),['TV Asahi'],['Toei Animation']
12393,Oyako Club,['Fuji TV'],['Eiken']
12397,Original Video Romance Animation,,
12403,Yuru Yuri♪♪,"['Sotsu', 'Pony Canyon', 'DAX Production']",['Doga Kobo']
12413,Jormungand,"['Geneon Universal Entertainment', 'Shogakukan Productions', 'Jormungand Production Partners']",['White Fox']
12419,Guilty Crown Kiseki: Reassortment,,['Production I.G']
12429,Last Exile: Ginyoku no Fam Recaps,,['Gonzo']
12431,Uchuu Kyoudai,"['Aniplex', 'Dentsu', 'YTV', 'Trinity Sound']",['A-1 Pictures']
12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,,['Gonzo']
12437,Yuri Seijin Naoko-san (2012),['Aniplex'],['ufotable']
12445,Tasogare Otome x Amnesia,"['Square Enix', 'Media Factory', 'Tasogare Otome×Amnesia Production Partners']",['Silver Link.']
12447,Ben-To Picture Drama,['AT-X'],['David Production']
12449,Maken-Ki! Specials,['AIC'],
12451,Gattai Robot Atranger,['AIC'],
12455,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho,,['Studio Pierrot']
12471,Eureka Seven AO,"['Bandai Visual', 'Kadokawa Shoten', 'Mainichi Broadcasting System', 'Bandai', 'Project Eureka AO', 'Sony Music Entertainment', 'Bandai Namco Games', 'Sammy', 'Hakuhodo DY Media Partners', 'Bandai Channel']",['Bones']
12477,Sakasama no Patema,"['Directions', 'Asmik Ace Entertainment', 'Good Smile Company']","['Studio Rikka', 'Purple Cow Studio Japan']"
12481,Gregory Horror Show: The Second Guest,"['VAP', 'TV Asahi']",['Milky Cartoon']
12483,Gregory Horror Show: The Last Train,"['VAP', 'TV Asahi']",['Milky Cartoon']
12497,Garakuta-doori no Stain: Epilogue,,
12499,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,,['Shin-Ei Animation']
12503,Mirai Nikki (TV): Ura Mirai Nikki,,['Asread']
12505,C³: Rikan Gakkou Confussion!,,['Silver Link.']
12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,,['Studio Gallop']
12531,Sakamichi no Apollon,"['Dentsu', 'Fuji TV', 'Toho', 'DAX Production', 'Sony Music Entertainment']","['Tezuka Productions', 'MAPPA']"
12549,"Dakara Boku wa, H ga Dekinai.","['Geneon Universal Entertainment', 'Sotsu', 'Lantis', 'AT-X', 'KlockWorx', 'Fujimi Shobo']",['feel.']
12551,Jisshuusei,,['Image House']
12563,Punky Funky Baby,,
12565,Fate/Prototype,['Notes'],['Lerche']
12569,Himitsu no Akko-chan (Movie),,['Toei Animation']
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,['Group TAC'],
12591,Ojamajo Doremi OVA,,
12637,"Mogyutto ""Love"" de Sekkinchuu!",['Lantis'],['Sunrise']
12651,Danball Senki W,,['OLM']
12663,Patalliro! Stardust Keikaku,,['Toei Animation']
12669,Amagami SS+ Plus Specials,,['AIC']
12671,Pokemon Movie 15: Kyurem vs. Seikenshi,"['TV Tokyo', 'Shogakukan Productions', 'Toho', 'Studio Jack']",['OLM']
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,,['feel.']
12677,Ozma,"['WOWOW', 'Pony Canyon', 'Planet', 'LandQ studios', 'Viki', 'Slowcurve', 'Cyclone Graphics inc']",['Gonzo']
